95,143.0946163828198
96,112.01632853385894
97,116.25246281646963
98,124.79248782284242
99,121.5307700902744
100,120.1747412842581
101,115.99064359060509
102,116.50209121457696
103,112.52819927610003
104,110.75678267154507
105,110.18845486493825
106,108.18111051564836
107,105.32194729565411
108,105.02980358334997
109,104.09212066320363
110,104.01032911044652
111,103.39487772760674
112,102.04748476214414
113,100.9188491148126
114,102.98426211015948
115,99.31496864571392
116,94.41977298591917
117,90.1466406050182
118,80.05858511857757
119,72.76104398379428
120,68.97234714855284
121,62.14813998205251
122,57.008352052251425
123,53.194674409808464
124,51.26749620912538
125,47.73256201247434
126,43.63572626912176
127,42.40987046216859
128,39.56351831690753
129,35.8409917158783
130,33.78573071083246
131,33.35434414989679
132,32.7620925677767
133,30.81490554956147
134,30.33970420291412
135,29.84005346481184
136,29.15555083300969
137,28.160179866194575
138,28.001526342636463
139,27.65629900502741
140,26.220772146833728
141,25.74527301594051
142,25.821736173656067
143,24.3150747402493
144,24.29385104031877
145,22.960591304588043
146,22.242368952133557
147,22.174905748065807
148,22.279995396035932
149,21.723589226868192
150,21.43750048181209
151,21.376496148575544
152,21.22113162915007
153,21.23153279324487
154,21.626062291214044
155,21.198287390593038
156,21.51633421632799
157,21.184782490117957
158,20.962462233451557
159,20.580854330589826
160,20.419785915043015
161,20.659851411586665
162,20.820556203338565
163,20.468353098738415
164,20.429924495364705
165,20.677518580179658
166,20.179679088922757
167,20.02106790340567
168,19.774789385191404
169,19.238580569683236
170,19.320781042481524
171,18.95205491671597
172,18.834819455619055
173,18.264298713022566
174,17.908833717084214
175,17.830347021341712
176,17.243920192439287
177,16.890065020012496
178,16.81932933568
179,17.03059243796796
180,16.65399782557002
181,17.020435784135856
182,16.909733977438922
183,16.652133585565423
184,17.195047257172675
185,16.944449749646942
186,17.02242979548804
187,16.83505737738964
188,17.23787842878935
189,17.231079631192195
190,17.04615169629208
479,107.15868360684074
480,96.11011585573513
481,97.96901528258363
482,94.44602385772187
483,94.73980747308646
484,90.96995926128011
485,85.01023942803536
486,81.60710064825966
487,78.49418437149089
488,74.84622257184704
489,74.01029547769186
490,74.53121396656758
491,73.45544411149676
492,73.36343223977086
493,74.30809457900476
494,71.83080059837566
495,72.82133532697678
496,70.53051043754998
497,68.86414313162439
498,68.78142525465196
499,68.55938577774978
500,64.19532924959758
501,64.57456154502754
502,61.18403179990629
503,59.95031942656416
